Booking ID,Booking Date,Trip Start Date,Planned ETA,Actual ETA,Trip End Date,Origin Location,Origin Lat,Origin Lon,Stopover Location,Stopover Lat,Stopover Lon,Destination Location,Destination Lat,Destination Lon,Distance (KM),Shipment Type,Material Category,Material Shipped,Material Weight (KG),Vehicle Type,Vehicle Registration,GPS Notes,Enroute Issues,Supplier Name,Customer Name,Supplier Specialization,Driver Name,Driver Mobile No,Trip Status,Load Type,Delivery Window Start,Delivery Window End,Driver Hours Logged,Notes,Trip Type,Road Distance (KM),Route,Trip Duration (Hours),Arrival Status,Delay Hours,Route Category,Avg Speed (KM/H),Consecutive_Driving_Days,Fatigue Risk,KM_Since_Last_Service,Needs_Service_Soon,Month,Year
ef8db01a-8794-4183-a54e-03d32684eef5,2022-11-20,2022-11-20 23:00:00.000000,2022-11-26 16:28:52.337124,2022-11-26 16:45:03.043497,2022-11-26 19:38:24.613157,"San Diego, CA",32.7157,-117.1611,,,,"Boston, MA",42.3601,-71.0589,5054.61,Regular,Agriculture,Wheat,2551.0,Container Truck,ENX-2003,Consistent,,AgroSource Inc,"Hayes, Jimenez and Holmes",Agriculture,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2022-11-26 08:00:00,2022-11-26 18:00:00,140.64,,Regular,4867.5,9MUDJG -> DRT2ZP,137.75084541583334,On Time,0.2696406591666667,Long (>3500km),36.69,7,High,765.989999999998,False,November,2022
b14550ea-f858-4277-bf2c-38101b065ce2,2022-11-20,2022-11-27 04:37:03.175205,2022-11-27 10:48:47.595114,2022-11-27 11:23:01.560670,2022-11-27 13:27:46.635804,"Boston, MA",42.3601,-71.0589,,,,"Montreal, QC",45.501689,-73.567256,510.11,Regular,Metals,Steel Beams,1353.0,Container Truck,ENX-2003,Consistent,,SteelWorx Ltd,Crosby-Ross,Metals,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2022-11-27 08:00:00,2022-11-27 18:00:00,8.85,,Continuation,494.88,DRT2ZP -> F25DVG,6.766218184722222,On Time,0.5705459877777778,Short (<1500km),75.39,7,High,1276.0999999999985,False,November,2022
8ecb658c-b52d-49ab-b5bc-0cfa1010ed36,2023-02-27,2023-02-27 08:00:00.000000,2023-03-01 20:57:51.167797,2023-03-01 19:24:48.740506,2023-03-01 21:27:53.413822,"Seattle, WA",47.6062,-122.3321,,,,"San Diego, CA",32.7157,-117.1611,2047.23,Express,Construction,Bricks,4200.0,Reefer Truck,RJN-0265,Consistent,,BuildBase,Reilly-Gomez,Construction,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2023-03-01 08:00:00,2023-03-01 18:00:00,61.46,,Regular,2020.31,C23NB6 -> 9MUDJG,59.41353902944444,On Time,-1.5506742475,Medium (1500-3500km),34.46,7,High,22692.9,False,February,2023
1f8119ae-44c6-465e-9af4-2a8ad44b47a4,2023-02-27,2023-02-27 18:00:00.000000,2023-03-03 02:35:37.730526,2023-03-03 03:55:03.160662,2023-03-03 06:27:08.704806,"Fort Worth, TX",32.7555,-97.3308,,,,"Philadelphia, PA",39.9526,-75.1652,2430.58,Regular,Mixed,Mixed Goods,9701.0,Tanker,VID-3166,Consistent,,TransEdge,"Mclaughlin, Cook and Powers",Mixed,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2023-03-03 08:00:00,2023-03-03 18:00:00,84.45,,Regular,2414.54,9VFF34 -> DR4E39,81.91754462833333,On Time,1.3237305933333334,Medium (1500-3500km),29.67,7,High,20344.2,False,February,2023
2f120337-eb58-4e70-bc53-372b7156e6f8,2023-06-19,2023-06-19 07:00:00.000000,2023-06-22 10:20:25.242654,2023-06-22 05:27:26.155042,2023-06-22 07:33:55.765490,Mexico City,19.432608,-99.133209,,,,"Charlotte, NC",35.2271,-80.8431,3261.01,Regular,Medical,Syringes,5057.0,Reefer Truck,HUM-4443,Consistent,,MediCargo,"Williams, Reyes and Miller",Medical,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2023-06-22 08:00:00,2023-06-22 18:00:00,72.57,,Regular,3147.46,9G3W81 -> DNQ82K,70.45726528944445,On Time,-4.883079892222222,Medium (1500-3500km),46.28,5,Medium,13512.580000000002,False,June,2023
bcb9ead8-eecd-4a93-a2ae-9a2c967a5e59,2023-08-16,2023-08-16 02:00:00.000000,2023-08-19 15:11:00.499683,2023-08-19 11:22:28.986602,2023-08-19 14:58:41.826624,"Phoenix, AZ",33.4484,-112.074,,,,"Philadelphia, PA",39.9526,-75.1652,3901.61,Express,Medical,Masks,8157.0,Flatbed,TBA-9340,Consistent,,MediCargo,Hawkins-Davis,Medical,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2023-08-19 08:00:00,2023-08-19 18:00:00,84.98,,Regular,3765.32,9TBQ39 -> DR4E39,81.37471850055556,On Time,-3.808753633611111,Long (>3500km),47.95,5,Medium,18604.440000000002,False,August,2023
eafe8cf3-23fb-4fee-b049-00b09309b2a3,2023-09-19,2023-09-20 22:00:00.000000,2023-09-23 07:33:08.551814,2023-09-23 10:50:46.403069,2023-09-23 14:12:09.064826,"Jacksonville, FL",30.3322,-81.6557,,,,"San Antonio, TX",29.4241,-98.4936,1765.52,Priority,Medical,Gloves,1457.0,Container Truck,EBV-4641,Consistent,,MediCargo,Harris-Chase,Medical,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2023-09-23 08:00:00,2023-09-23 18:00:00,64.2,,Regular,1713.8,DJMUTC -> 9V1ZQS,60.84622307472222,Delay,3.293847570833333,Medium (1500-3500km),29.02,4,Medium,14571.76,False,September,2023
f81ea321-0f59-4033-a9fb-6f5e1e8b1791,2023-10-03,2023-10-03 10:00:00.000000,2023-10-04 04:16:46.634504,2023-10-04 05:06:37.076978,2023-10-04 07:05:17.071978,"Toronto, ON",43.65107,-79.347015,,,,"Philadelphia, PA",39.9526,-75.1652,769.38,Express,Agriculture,Mislabeled Goods,5661.0,Tanker,ZPH-7849,Consistent,,GreenEarth Supply,"Sharp, Jackson and Garcia",Agriculture,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2023-10-04 08:00:00,2023-10-04 18:00:00,21.09,Wrong package shipped,Regular,762.72,DPZ866 -> DR4E39,19.110299160555556,Delay,0.830678465,Short (<1500km),40.26,2,Low,15813.52,False,October,2023
8f0c8852-e0c9-42ad-bf12-92a76d39060e,2023-12-17,2023-12-17 01:00:00.000000,2023-12-17 20:07:43.177395,2023-12-17 20:09:17.065867,2023-12-17 21:56:23.614271,"Philadelphia, PA",39.9526,-75.1652,,,,"Toronto, ON",43.65107,-79.347015,800.48,Regular,Mixed,Mixed Goods,6674.0,Container Truck,AMU-5288,Consistent,,TransEdge,"Gentry, Brady and Tate",Mixed,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2023-12-17 08:00:00,2023-12-17 18:00:00,20.94,,Regular,762.72,DR4E39 -> DPZ866,19.15474051861111,On Time,0.02608013111111111,Short (<1500km),41.79,2,Low,22593.8,False,December,2023
4a615486-6a78-4450-827f-659abb6bf0a9,2024-03-01,2024-03-02 16:00:00.000000,2024-03-06 20:39:49.403250,2024-03-07 04:50:06.712682,2024-03-07 08:58:53.724278,"Austin, TX",30.2672,-97.7431,,,,"Vancouver, BC",49.282729,-123.120738,3665.43,Priority,Medical,Syringes,1449.0,Flatbed,IQV-4238,Consistent,,MediCargo,Sharp Ltd,Medical,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2024-03-06 08:00:00,2024-03-06 18:00:00,112.98,,Regular,3615.78,9V6KPV -> C2B2Q7,108.83519796722223,Delay,8.171474842222223,Long (>3500km),33.68,7,High,19116.04,False,March,2024
2ccdd48e-abe7-463f-b800-f9b937c3826c,2024-04-14,2024-04-15 21:00:00.000000,2024-04-18 09:59:46.435873,2024-04-18 04:04:08.998854,2024-04-18 08:59:43.915137,"Charlotte, NC",35.2271,-80.8431,,,,"Denver, CO",39.7392,-104.9903,2611.77,Express,Hazardous,Pesticide,1137.0,Reefer Truck,ELS-9663,Consistent,,SafeChem,Simmons PLC,Hazardous,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2024-04-18 08:00:00,2024-04-18 18:00:00,60.0,,Regular,2514.28,DNQ82K -> 9XJ64F,55.06916634833333,On Time,-5.927065838611111,Medium (1500-3500km),47.43,4,Medium,8649.43,False,April,2024
52a2a5cb-fad0-4506-ba06-d5993d9d4ec2,2024-05-04,2024-05-08 01:59:00.105078,2024-05-08 22:43:01.924177,2024-05-09 01:03:04.719295,2024-05-09 04:35:10.984841,"Austin, TX",30.2672,-97.7431,,,,"Chicago, IL",41.8781,-87.6298,1869.29,Priority,Medical,Gloves,9567.0,Tanker,BQX-9058,Consistent,Route Delay,MediCargo,Carrillo-Mendez,Medical,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-05-08 08:00:00,2024-05-08 18:00:00,26.6,,Continuation,1853.27,9V6KPV -> DP3WJZ,23.06794839361111,Delay,2.334109755,Medium (1500-3500km),81.03,16,High,22043.79,False,May,2024
5808eccb-b0f7-45d4-bac6-ad29ab81a06c,2024-05-10,2024-05-10 06:00:00.000000,2024-05-13 02:40:13.650849,2024-05-13 04:33:04.000962,2024-05-13 08:13:06.484374,Cancun,21.161908,-86.851528,,,,"Philadelphia, PA",39.9526,-75.1652,5522.36,Express,Perishables,Frozen Meat,1484.0,Container Truck,ZTP-7015,Consistent,,ArcticShip,Griffin-Warner,Perishables,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-05-13 08:00:00,2024-05-13 18:00:00,74.22,,Regular,5270.61,D5F0RS -> DR4E39,70.55111137833333,Delay,1.8806528091666668,Long (>3500km),78.27,16,High,23407.98,False,May,2024
288956fc-7128-4346-bf9e-0dd97524aeac,2024-05-13,2024-05-14 16:00:00.000000,2024-05-18 20:28:53.874942,2024-05-19 00:29:46.014110,2024-05-19 02:37:46.662833,"Vancouver, BC",49.282729,-123.120738,,,,"Toronto, ON",43.65107,-79.347015,4383.42,Priority,Metals,Iron Rods,9237.0,Flatbed,IQV-4238,Consistent,,SteelWorx Ltd,Paul Group,Metals,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-05-18 08:00:00,2024-05-18 18:00:00,106.63,,Regular,4351.54,C2B2Q7 -> DPZ866,104.49611503055556,Delay,4.014483102222222,Long (>3500km),41.95,16,High,27139.87,False,May,2024
6071833c-8f72-4d5c-b20c-18bcc17e610b,2024-06-16,2024-06-21 18:18:05.926562,2024-06-22 00:47:16.188948,2024-06-22 00:36:57.674233,2024-06-22 04:11:47.242164,"Toronto, ON",43.65107,-79.347015,,,,"Washington, DC",38.9072,-77.0369,798.76,Regular,Medical,Gloves,4865.0,Reefer Truck,HSB-1845,Consistent,,MediCargo,"Sharp, Beck and Finley",Medical,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2024-06-22 08:00:00,2024-06-22 18:00:00,9.89,,Continuation,771.01,DPZ866 -> DQCJQF,6.314374353055555,On Time,-0.17180964305555557,Short (<1500km),126.5,6,High,30750.14,False,June,2024
eacc339a-29d9-4657-8539-c79051bf9a0e,2024-07-02,2024-07-02 14:00:00.000000,2024-07-07 01:41:22.888900,2024-07-07 08:25:56.726784,2024-07-07 09:43:53.306845,Tijuana,32.514947,-117.038247,,,,Cancun,21.161908,-86.851528,4514.36,Express,Mixed,Mixed Goods,3214.0,Container Truck,LTA-3435,Consistent,,TransEdge,Stevens-Sullivan,Mixed,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-07-07 08:00:00,2024-07-07 18:00:00,115.73,,Regular,4363.98,9MUBBX -> D5F0RS,114.43242410666667,Delay,6.742732745555556,Long (>3500km),39.45,6,Medium,18124.07,False,July,2024
cdf5695c-1908-45fc-ad56-80591e8e8bbf,2024-08-15,2024-08-16 14:00:00.000000,2024-08-19 13:13:48.531628,2024-08-19 06:08:30.965311,2024-08-19 07:50:56.464485,Monterrey,25.686614,-100.316116,,,,"Toronto, ON",43.65107,-79.347015,3254.12,Regular,Mixed,Mixed Goods,9794.0,Tanker,PEX-8053,Consistent,,TransEdge,Hendricks Inc,Mixed,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-08-19 08:00:00,2024-08-19 18:00:00,65.85,,Regular,3161.35,9U8DJK -> DPZ866,64.14193480861111,On Time,-7.088212865833333,Medium (1500-3500km),50.73,6,Medium,7065.449999999997,False,August,2024
dd1843b2-bccf-44cc-9344-c4768bc7d276,2024-08-28,2024-08-28 12:00:00.000000,2024-09-04 12:03:41.056034,2024-09-04 16:52:15.740703,2024-09-04 19:19:16.125644,"Calgary, AB",51.044733,-114.071883,"San Jose, CA",37.3382,-121.8863,"Charlotte, NC",35.2271,-80.8431,6750.84,Special Handling,Perishables,Frozen Meat,5366.0,Container Truck,KSE-2710,Consistent,,ArcticShip,"Snyder, Arnold and Keller",Perishables,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-09-04 08:00:00,2024-09-04 18:00:00,175.32,,Regular,6453.53,C3NFKH -> DNQ82K,172.87103908416665,Delay,4.8096346302777775,Long (>3500km),39.05,10,High,15437.86,False,August,2024
2f6763ed-d2ce-43fc-a9fb-ce66d11ecfb0,2024-09-24,2024-09-25 07:00:00.000000,2024-09-29 10:50:15.829154,2024-09-29 14:39:33.145029,2024-09-29 18:06:03.657634,"Calgary, AB",51.044733,-114.071883,,,,"Washington, DC",38.9072,-77.0369,3763.25,Priority,Perishables,Cheese,5416.0,Tanker,GWL-2704,Consistent,,ArcticShip,"Choi, Ortiz and Goodwin",Perishables,Bob Pitts,+1-637-492-3747x407,Completed,Less-than-Truckload,2024-09-29 08:00:00,2024-09-29 18:00:00,107.1,,Regular,3693.62,C3NFKH -> DQCJQF,103.6592069525,Delay,3.8214766319444444,Long (>3500km),36.3,5,Medium,30089.51,False,September,2024
381aaca3-d717-45cc-93a7-89eb0ae41a77,2024-11-20,2024-11-21 04:00:00.000000,2024-11-25 06:19:52.614944,2024-11-26 02:22:53.029973,2024-11-26 05:02:11.189638,"Austin, TX",30.2672,-97.7431,,,,"Seattle, WA",47.6062,-122.3321,3539.84,Special Handling,Fuel,Diesel,1335.0,Tanker,QEJ-1822,Consistent,Incident,FuelLogix,Maddox PLC,Fuel,Bob Pitts,+1-637-492-3747x407,Completed,Full Truckload,2024-11-25 08:00:00,2024-11-25 18:00:00,121.04,,Regular,3397.11,9V6KPV -> C23NB6,118.38139721472223,Delay,20.050115285833332,Long (>3500km),29.9,12,High,4897.120000000003,False,November,2024
12ff7bf8-ee76-4a8b-b99d-44e6b8279377,2019-01-01,2019-01-02 20:00:00.000000,2019-01-04 17:08:20.962308,2019-01-04 17:21:20.541275,2019-01-04 18:33:36.411909,"Phoenix, AZ",33.4484,-112.074,,,,"San Antonio, TX",29.4241,-98.4936,1613.78,Special Handling,Mixed,Mixed Goods,5799.0,Tanker,AFG-1850,Delayed ping,Driver Issue,TransEdge,Wilson-Campbell,Mixed,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-01-04 08:00:00,2019-01-04 18:00:00,46.56,,Regular,1579.44,9TBQ39 -> 9V1ZQS,45.35570590972222,On Time,0.21654971305555556,Medium (1500-3500km),35.58,7,High,12630.76,False,January,2019
b998be8d-b975-48ee-a330-32a90430c5a0,2019-01-02,2019-01-03 20:00:00.000000,2019-01-06 19:16:40.235329,2019-01-06 21:54:01.203244,2019-01-06 23:39:36.312474,Mexico City,19.432608,-99.133209,,,,"San Diego, CA",32.7157,-117.1611,2885.37,Priority,Fuel,Gasoline,7966.0,Flatbed,VWY-5375,Consistent,,FuelLogix,"Miller, Conrad and Davis",Fuel,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-01-06 08:00:00,2019-01-06 18:00:00,75.66,,Regular,2785.24,9G3W81 -> 9MUDJG,73.90033423444444,Delay,2.6224910875,Medium (1500-3500km),39.04,7,High,13366.039999999999,False,January,2019
4d174f91-f823-4d54-8823-b93350a18a03,2019-01-02,2019-01-07 04:49:27.600021,2019-01-09 12:12:59.904536,2019-01-09 09:04:19.724690,2019-01-09 13:04:08.719040,Tijuana,32.514947,-117.038247,,,,"Philadelphia, PA",39.9526,-75.1652,4519.81,Regular,Perishables,Frozen Meat,4429.0,Flatbed,VWY-5375,Erratic update,,ArcticShip,White Inc,Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-01-09 08:00:00,2019-01-09 18:00:00,56.24,,Continuation,4421.6,9MUBBX -> DR4E39,52.24781240805556,On Time,-3.144494401666667,Long (>3500km),86.51,7,High,17885.85,False,January,2019
e3865cec-ddf4-4912-bf31-d98b9793c0a3,2019-02-19,2019-02-19 11:00:00.000000,2019-02-21 17:58:39.309776,2019-02-21 19:51:15.363264,2019-02-21 23:13:20.128780,Monterrey,25.686614,-100.316116,,,,"Denver, CO",39.7392,-104.9903,1981.32,Express,Hazardous,Bleach,3495.0,Container Truck,AMU-5288,Consistent,,SafeChem,Alvarez-Padilla,Hazardous,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-02-21 08:00:00,2019-02-21 18:00:00,60.22,,Regular,1960.5,9U8DJK -> 9XJ64F,56.85426757333334,Delay,1.8766815244444444,Medium (1500-3500km),34.85,4,Medium,25389.82,False,February,2019
2f625244-5e9f-4770-b52c-74af03f53ec3,2019-02-27,2019-02-28 19:00:00.000000,2019-03-05 22:35:17.445841,2019-03-05 16:04:34.612184,2019-03-05 19:00:20.802103,"Jacksonville, FL",30.3322,-81.6557,,,,"Seattle, WA",47.6062,-122.3321,5003.46,Express,Perishables,Ice Cream,3066.0,Box Truck,XRW-6541,Consistent,Driver Issue,CoolFreight,Ortiz-Miller,Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-03-05 08:00:00,2019-03-05 18:00:00,120.01,,Regular,4808.6,DJMUTC -> C23NB6,117.07628116222223,On Time,-6.511898238055555,Long (>3500km),42.74,8,High,13049.78,False,February,2019
54d639f0-1131-4019-a7e2-e3e3523e6fc9,2019-03-24,2019-03-25 01:00:00.000000,2019-03-28 02:35:09.242685,2019-03-28 04:19:08.503848,2019-03-28 06:35:58.972706,"San Jose, CA",37.3382,-121.8863,,,,Guadalajara,20.659698,-103.349609,3071.57,Special Handling,Fuel,Diesel,885.0,Container Truck,JBI-0598,Consistent,,FuelLogix,Haney Ltd,Fuel,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-03-28 08:00:00,2019-03-28 18:00:00,77.6,,Regular,3065.21,9Q9K6M -> 9EWT80,75.31902884666667,On Time,1.7331281008333335,Medium (1500-3500km),40.78,5,Medium,8413.98,False,March,2019
e8e20d45-8a64-41ca-9b07-7157c3295340,2019-09-08,2019-09-09 05:00:00.000000,2019-09-09 15:11:38.872108,2019-09-09 15:15:23.108419,2019-09-09 18:33:57.972023,"San Antonio, TX",29.4241,-98.4936,,,,"Dallas, TX",32.7767,-96.797,444.53,Express,Perishables,Frozen Meat,2531.0,Reefer Truck,HSB-1845,Consistent,,ArcticShip,"Cruz, Richmond and Edwards",Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-09-09 08:00:00,2019-09-09 18:00:00,13.57,,Regular,438.89,9V1ZQS -> 9VG4MQ,10.256419005277778,On Time,0.062287864166666665,Short (<1500km),43.34,1,Low,31194.67,False,September,2019
9f04d627-2e15-45d3-b1ef-bf596b6497c1,2019-10-07,2019-10-07 01:00:00.000000,2019-10-11 13:49:40.808252,2019-10-11 15:11:05.422548,2019-10-11 18:28:48.112334,"Boston, MA",42.3601,-71.0589,"Chicago, IL",41.8781,-87.6298,"Los Angeles, CA",34.0522,-118.2437,4983.39,Express,Medical,Gloves,2856.0,Reefer Truck,HSB-1845,Consistent,,MediCargo,Massey-Obrien,Medical,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-10-11 08:00:00,2019-10-11 18:00:00,113.48,,Regular,4847.56,DRT2ZP -> 9Q5CTR,110.18483959666666,Delay,1.3568373044444444,Long (>3500km),45.23,15,High,4611.389999999999,False,October,2019
512e95f9-5b39-4bd1-91b4-218e5026ff7b,2019-10-07,2019-10-12 01:08:05.184052,2019-10-14 02:17:14.907526,2019-10-14 06:54:43.854769,2019-10-14 08:33:40.532222,"Los Angeles, CA",34.0522,-118.2437,,,,Cancun,21.161908,-86.851528,4875.91,Special Handling,Mixed,Mixed Goods,8344.0,Reefer Truck,HSB-1845,Delayed ping,Incident,TransEdge,Thomas-Jones,Mixed,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-10-14 08:00:00,2019-10-14 18:00:00,55.43,,Continuation,4659.53,9Q5CTR -> D5F0RS,53.7774085325,Delay,4.6247075675,Long (>3500km),90.67,15,High,9487.300000000003,False,October,2019
9a174c3a-510e-417c-acbc-4d360c034f13,2019-10-26,2019-10-27 00:00:00.000000,2019-10-30 05:58:45.876326,2019-10-29 23:55:24.681702,2019-10-30 01:10:25.632194,"Seattle, WA",47.6062,-122.3321,,,,"Dallas, TX",32.7767,-96.797,3444.98,Regular,Fuel,Gasoline,1891.0,Box Truck,KND-3271,Consistent,,FuelLogix,Smith LLC,Fuel,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-10-30 08:00:00,2019-10-30 18:00:00,73.17,,Regular,3339.86,C23NB6 -> 9VG4MQ,71.923522695,On Time,-6.055887395555556,Medium (1500-3500km),47.9,10,High,19987.74,False,October,2019
23206485-6e18-4335-9138-fce7b6f793fe,2019-10-29,2019-10-29 08:00:00.000000,2019-11-01 10:06:05.064565,2019-11-01 16:31:22.501747,2019-11-01 18:20:03.660480,"Chicago, IL",41.8781,-87.6298,,,,"Seattle, WA",47.6062,-122.3321,3375.02,Regular,Mixed,Boxes,7885.0,Box Truck,QBW-6311,Consistent,,TransEdge,"Edwards, Brooks and Grimes",Mixed,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2019-11-01 08:00:00,2019-11-01 18:00:00,82.33,,Regular,3295.89,DP3WJZ -> C23NB6,80.52291715194444,Delay,6.4215103283333335,Medium (1500-3500km),41.91,10,High,26009.36,False,October,2019
ebb1affc-5d30-4c64-a33b-efa5093474fd,2019-10-29,2019-11-02 00:39:06.301771,2019-11-02 03:30:14.824786,2019-11-02 03:19:38.793787,2019-11-02 05:03:00.450343,"Seattle, WA",47.6062,-122.3321,,,,"Vancouver, BC",49.282729,-123.120738,233.12,Regular,Fuel,Gasoline,9292.0,Box Truck,QBW-6311,Consistent,,FuelLogix,Wong-Harrell,Fuel,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-11-02 08:00:00,2019-11-02 18:00:00,4.4,,Continuation,229.48,C23NB6 -> C2B2Q7,2.6756922266666665,On Time,-0.17667527749999998,Short (<1500km),87.13,10,High,26242.48,False,October,2019
ba4cb825-27f7-4a4b-8b9d-f0a7ae198637,2019-12-03,2019-12-03 14:00:00.000000,2019-12-08 02:54:03.057522,2019-12-07 22:56:30.702321,2019-12-08 02:49:29.884171,"Los Angeles, CA",34.0522,-118.2437,,,,"Charlotte, NC",35.2271,-80.8431,3992.22,Special Handling,Hazardous,Bleach,6254.0,Tanker,PEX-8053,Consistent,,SafeChem,Hernandez-Rogers,Hazardous,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2019-12-08 08:00:00,2019-12-08 18:00:00,108.82,,Regular,3893.39,9Q5CTR -> DNQ82K,104.94186175583333,On Time,-3.9589875558333336,Long (>3500km),38.04,11,High,14257.900000000001,False,December,2019
9cdb6ae2-71a0-46c9-95b3-e5716a4d66b2,2019-12-29,2019-12-29 22:00:00.000000,2020-01-03 02:40:30.934558,2020-01-02 19:24:40.400455,2020-01-02 22:49:43.850746,Tijuana,32.514947,-117.038247,"Denver, CO",39.7392,-104.9903,"Vancouver, BC",49.282729,-123.120738,4163.38,Special Handling,Perishables,Cheese,3501.0,Tanker,MPU-4369,Consistent,,ArcticShip,Hernandez PLC,Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2020-01-03 08:00:00,2020-01-03 18:00:00,96.83,,Regular,4078.82,9MUBBX -> C2B2Q7,93.4112223486111,On Time,-7.264037250833334,Long (>3500km),44.57,14,High,4163.38,False,December,2019
d3e401e7-66e8-4e53-a654-c25597c8c00d,2019-12-31,2020-01-01 00:00:00.000000,2020-01-04 16:29:59.754962,2020-01-04 10:50:32.938865,2020-01-04 13:25:38.676315,Leon,21.122997,-101.686852,,,,"Charlotte, NC",35.2271,-80.8431,3219.92,Express,Agriculture,Fertilizer,4177.0,Flatbed,BLU-6572,Consistent,,GreenEarth Supply,Hays-Daniels,Agriculture,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2020-01-04 08:00:00,2020-01-04 18:00:00,85.43,,Regular,3134.96,9EZ8NJ -> DNQ82K,82.84248301805555,On Time,-5.657448915833333,Medium (1500-3500km),38.87,14,High,25715.22,False,December,2019
ccfa64e0-4aa1-4d4b-b688-5719bc81d95c,2020-01-01,2020-01-02 07:00:00.000000,2020-01-03 15:08:01.806188,2020-01-03 14:46:18.485052,2020-01-03 18:29:37.283034,"Austin, TX",30.2672,-97.7431,,,,Guadalajara,20.659698,-103.349609,1424.56,Priority,Perishables,Frozen Fish,2149.0,Flatbed,BLU-6572,Consistent,Driver Issue,CoolFreight,"Choi, Morales and Wise",Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2020-01-03 08:00:00,2020-01-03 18:00:00,35.49,,Regular,1373.36,9V6KPV -> 9EWT80,31.771801403333335,On Time,-0.3620336488888889,Short (<1500km),44.84,14,High,27139.78,False,January,2020
416a6c79-f727-486a-ade9-60c985e8dc87,2020-01-10,2020-01-10 16:00:00.000000,2020-01-14 14:01:59.175494,2020-01-14 04:53:30.013995,2020-01-14 10:09:57.433534,"Toronto, ON",43.65107,-79.347015,,,,Tijuana,32.514947,-117.038247,4204.44,Regular,Hazardous,Industrial Solvent,2132.0,Flatbed,AET-8393,Consistent,,HydroTrans,Good PLC,Hazardous,Brittany Shepherd,913-618-6999x3867,Completed,Full Truckload,2020-01-14 08:00:00,2020-01-14 18:00:00,90.17,,Regular,4184.87,DPZ866 -> 9MUBBX,84.89167055416667,On Time,-9.141433749722223,Long (>3500km),49.53,5,Medium,10911.67,False,January,2020
ca599c21-ab1e-43d5-b5bc-8aba01a245fc,2020-01-10,2020-01-14 15:55:43.948434,2020-01-15 19:47:16.839539,2020-01-15 19:05:05.163060,2020-01-15 21:07:18.173195,"San Diego, CA",32.7157,-117.1611,,,,"Vancouver, BC",49.282729,-123.120738,2354.24,Express,Medical,Syringes,4614.0,Flatbed,AET-8393,Consistent,,MediCargo,Bush-Wilson,Medical,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2020-01-15 08:00:00,2020-01-15 18:00:00,29.19,,Continuation,2248.85,9MUDJG -> C2B2Q7,27.155892951666665,On Time,-0.7032434663888889,Medium (1500-3500km),86.69,5,High,13265.91,False,January,2020
845ff3a0-f2ce-4620-bc8a-a28d292d8650,2020-02-07,2020-02-07 19:00:00.000000,2020-02-13 20:43:22.348327,2020-02-13 12:32:11.069198,2020-02-13 16:29:50.359359,Cancun,21.161908,-86.851528,,,,"Seattle, WA",47.6062,-122.3321,6199.47,Special Handling,Perishables,Frozen Meat,7475.0,Tanker,FUF-0391,Consistent,,ArcticShip,Turner Inc,Perishables,Brittany Shepherd,913-618-6999x3867,Completed,Less-than-Truckload,2020-02-13 08:00:00,2020-02-13 18:00:00,141.5,,Regular,6009.97,D5F0RS -> C23NB6,137.53640811055556,On Time,-8.186466424722221,Long (>3500km),45.08,9,High,23143.11,False,February,2020
